"age","production_year","powertrain","l_100km","l_100kme","uf","weight_lbs","ev_range","batt_kwh","n_year_powertrain","mpg","mpge","proportion","n_year","n","vmt","high_VMT_prop","vmt_bucket"
32,1992,"bev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,790769.770353138,0,1723.60314111406,0.834621517535592,"low"
32,1992,"hev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,790769.770353138,0,1723.60314111406,0.834621517535592,"low"
32,1992,"icev",12.3969701544692,0,0,2927.29306487696,0,0,26820,18.9731843401433,NA,1,790769.770353138,395384.885176569,1723.60314111406,0.834621517535592,"low"
32,1992,"phev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,790769.770353138,0,1723.60314111406,0.834621517535592,"low"
33,1991,"bev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,725401.086489943,0,1620.32167215951,0.836953508880594,"low"
33,1991,"hev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,725401.086489943,0,1620.32167215951,0.836953508880594,"low"
33,1991,"icev",12.1928296986061,0,0,2809.2835646213,0,0,23924,19.2908459983567,NA,1,725401.086489943,362700.543244971,1620.32167215951,0.836953508880594,"low"
33,1991,"phev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,725401.086489943,0,1620.32167215951,0.836953508880594,"low"
34,1990,"bev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,674345.41180675,0,1519.29936009026,0.839285500225596,"low"
34,1990,"hev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,674345.41180675,0,1519.29936009026,0.839285500225596,"low"
34,1990,"icev",12.3256843039327,0,0,2810.20006716883,0,0,20843,19.0829161448628,NA,1,674345.41180675,337172.705903375,1519.29936009026,0.839285500225596,"low"
34,1990,"phev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,674345.41180675,0,1519.29936009026,0.839285500225596,"low"
35,1989,"bev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,634266.192473561,0,1420.5362049063,0.841617491570598,"low"
35,1989,"hev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,634266.192473561,0,1420.5362049063,0.841617491570598,"low"
35,1989,"icev",12.4253473149509,0,0,2896.49045602069,0,0,18179,18.9298531492139,NA,1,634266.192473561,317133.09623678,1420.5362049063,0.841617491570598,"low"
35,1989,"phev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,634266.192473561,0,1420.5362049063,0.841617491570598,"low"
36,1988,"bev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,602642.313203124,0,1324.03220660764,0.8439494829156,"low"
36,1988,"hev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,602642.313203124,0,1324.03220660764,0.8439494829156,"low"
36,1988,"icev",12.6539130917957,0,0,2783.81904888065,0,0,15098,18.587925987298,NA,1,602642.313203124,301321.156601562,1324.03220660764,0.8439494829156,"low"
36,1988,"phev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,602642.313203124,0,1324.03220660764,0.8439494829156,"low"
37,1987,"bev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,577565.194327583,0,1229.78736519427,0.846281474260602,"low"
37,1987,"hev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,577565.194327583,0,1229.78736519427,0.846281474260602,"low"
37,1987,"icev",12.1409683974916,0,0,2921.55479963495,0,0,12053,19.3732486815958,NA,1,577565.194327583,288782.597163792,1229.78736519427,0.846281474260602,"low"
37,1987,"phev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,577565.194327583,0,1229.78736519427,0.846281474260602,"low"
38,1986,"bev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,557584.540507421,0,1137.8016806662,0.848613465605604,"low"
38,1986,"hev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,557584.540507421,0,1137.8016806662,0.848613465605604,"low"
38,1986,"icev",12.7301571767542,0,0,3033.69678581587,0,0,10547,18.4765982645919,NA,1,557584.540507421,278792.270253711,1137.8016806662,0.848613465605604,"low"
38,1986,"phev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,557584.540507421,0,1137.8016806662,0.848613465605604,"low"
39,1985,"bev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,541592.971184399,0,1048.07515302343,0.850945456950606,"low"
39,1985,"hev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,541592.971184399,0,1048.07515302343,0.850945456950606,"low"
39,1985,"icev",13.0032122743871,0,0,2981.49871433819,0,0,8167,18.0886072638606,NA,1,541592.971184399,270796.4855922,1048.07515302343,0.850945456950606,"low"
39,1985,"phev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,541592.971184399,0,1048.07515302343,0.850945456950606,"low"
40,1984,"bev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,528740.370800352,0,960.607782265961,0.853277448295608,"low"
40,1984,"hev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,528740.370800352,0,960.607782265961,0.853277448295608,"low"
40,1984,"icev",13.6690192569935,0,0,2838.93353941268,0,0,6470,17.2075256884036,NA,1,528740.370800352,264370.185400176,960.607782265961,0.853277448295608,"low"
40,1984,"phev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,528740.370800352,0,960.607782265961,0.853277448295608,"low"
41,1983,"bev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,518370.435009316,0,875.399568393784,0.85560943964061,"low"
41,1983,"hev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,518370.435009316,0,875.399568393784,0.85560943964061,"low"
41,1983,"icev",13.6690192569935,0,0,2838.93353941268,0,0,6470,17.2075256884036,NA,1,518370.435009316,259185.217504658,875.399568393784,0.85560943964061,"low"
41,1983,"phev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,518370.435009316,0,875.399568393784,0.85560943964061,"low"
42,1982,"bev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,509973.605551921,0,792.450511406905,0.857941430985612,"low"
42,1982,"hev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,509973.605551921,0,792.450511406905,0.857941430985612,"low"
42,1982,"icev",13.6690192569935,0,0,2838.93353941268,0,0,6470,17.2075256884036,NA,1,509973.605551921,254986.80277596,792.450511406905,0.857941430985612,"low"
42,1982,"phev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,509973.605551921,0,792.450511406905,0.857941430985612,"low"
43,1981,"bev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,503152.05027819,0,711.760611305323,0.860273422330614,"low"
43,1981,"hev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,503152.05027819,0,711.760611305323,0.860273422330614,"low"
43,1981,"icev",13.6690192569935,0,0,2838.93353941268,0,0,6470,17.2075256884036,NA,1,503152.05027819,251576.025139095,711.760611305323,0.860273422330614,"low"
43,1981,"phev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,503152.05027819,0,711.760611305323,0.860273422330614,"low"
44,1980,"bev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,497593.491164847,0,633.329868089038,0.862605413675616,"low"
44,1980,"hev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,497593.491164847,0,633.329868089038,0.862605413675616,"low"
44,1980,"icev",13.6690192569935,0,0,2838.93353941268,0,0,6470,17.2075256884036,NA,1,497593.491164847,248796.745582424,633.329868089038,0.862605413675616,"low"
44,1980,"phev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,497593.491164847,0,633.329868089038,0.862605413675616,"low"
45,1979,"bev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,493051.544374752,0,557.158281758049,0.864937405020618,"low"
45,1979,"hev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,493051.544374752,0,557.158281758049,0.864937405020618,"low"
45,1979,"icev",13.6690192569935,0,0,2838.93353941268,0,0,6470,17.2075256884036,NA,1,493051.544374752,246525.772187376,557.158281758049,0.864937405020618,"low"
45,1979,"phev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,493051.544374752,0,557.158281758049,0.864937405020618,"low"
46,1978,"bev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,489330.869815835,0,483.245852312358,0.86726939636562,"low"
46,1978,"hev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,489330.869815835,0,483.245852312358,0.86726939636562,"low"
46,1978,"icev",13.6690192569935,0,0,2838.93353941268,0,0,6470,17.2075256884036,NA,1,489330.869815835,244665.434907918,483.245852312358,0.86726939636562,"low"
46,1978,"phev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,489330.869815835,0,483.245852312358,0.86726939636562,"low"
47,1977,"bev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,486275.888656861,0,411.592579751964,0.869601387710622,"low"
47,1977,"hev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,486275.888656861,0,411.592579751964,0.869601387710622,"low"
47,1977,"icev",13.6690192569935,0,0,2838.93353941268,0,0,6470,17.2075256884036,NA,1,486275.888656861,243137.944328431,411.592579751964,0.869601387710622,"low"
47,1977,"phev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,486275.888656861,0,411.592579751964,0.869601387710622,"low"
48,1976,"bev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,483762.161263279,0,342.198464076866,0.871933379055624,"low"
48,1976,"hev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,483762.161263279,0,342.198464076866,0.871933379055624,"low"
48,1976,"icev",13.6690192569935,0,0,2838.93353941268,0,0,6470,17.2075256884036,NA,1,483762.161263279,241881.08063164,342.198464076866,0.871933379055624,"low"
48,1976,"phev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,483762.161263279,0,342.198464076866,0.871933379055624,"low"
49,1975,"bev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,481689.759772386,0,275.063505287066,0.874265370400626,"low"
49,1975,"hev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,481689.759772386,0,275.063505287066,0.874265370400626,"low"
49,1975,"icev",13.6690192569935,0,0,2838.93353941268,0,0,6470,17.2075256884036,NA,1,481689.759772386,240844.879886193,275.063505287066,0.874265370400626,"low"
49,1975,"phev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,481689.759772386,0,275.063505287066,0.874265370400626,"low"
50,1974,"bev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,479978.144720468,0,210.187703382563,0.876597361745628,"low"
50,1974,"hev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,479978.144720468,0,210.187703382563,0.876597361745628,"low"
50,1974,"icev",13.6690192569935,0,0,2838.93353941268,0,0,6470,17.2075256884036,NA,1,479978.144720468,239989.072360234,210.187703382563,0.876597361745628,"low"
50,1974,"phev",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,479978.144720468,0,210.187703382563,0.876597361745628,"low"
